drug_a,drug_b,label
DB00367,DB00233,0
DB00663,DB08901,0
DB04552,DB11737,0
DB01264,DB01393,1
DB01645,DB06739,1
DB01337,DB01194,0
DB00347,DB00675,1
DB00796,DB11682,1
DB00619,DB00788,1
DB01012,DB09101,1
DB00959,DB04829,0
DB01136,DB11560,1
DB06512,DB11963,1
DB00396,DB00554,1
DB04840,DB04855,1
DB00358,DB08895,1
DB06803,DB12005,1
DB00532,DB03783,1
DB06712,DB08995,1
DB01221,DB09198,1
DB08882,DB11823,1
DB01100,DB06267,1
DB00685,DB01412,1
DB00330,DB01104,1
DB00227,DB00969,1
DB08895,DB12130,0
DB06267,DB11718,1
DB01131,DB06203,1
DB01054,DB04652,0
DB04835,DB06702,0
DB01394,DB09235,1
DB00866,DB00932,1
DB00501,DB01079,1
DB00378,DB08882,1
DB01320,DB08931,1
DB09128,DB01254,0
DB01137,DB12548,0
DB01072,DB12245,1
DB01047,DB00612,0
DB00779,DB05154,0
DB11575,DB01012,0
DB00862,DB09124,0
DB00289,DB00850,1
DB00169,DB00571,1
DB00384,DB11689,1
DB09123,DB11979,0
DB00377,DB01044,0
DB11823,DB01228,0
DB01050,DB03783,1
DB00202,DB01035,1
DB00261,DB00661,1
DB00764,DB12020,0
DB00787,DB01392,0
DB00738,DB04911,1
DB00598,DB06210,1
DB04665,DB00104,0
DB00440,DB11581,1
DB00224,DB12466,0
DB08882,DB04889,0
DB00304,DB01036,1
DB01097,DB00184,0
DB00304,DB00904,1
DB00327,DB00796,1
DB08798,DB00685,0
DB08846,DB06207,0
DB00379,DB04840,1
DB00533,DB00696,1
DB01559,DB06412,0
DB01210,DB06287,0
DB04896,DB12483,1
DB01357,DB04855,1
DB04884,DB13874,1
DB12674,DB01068,0
DB01142,DB06603,1
DB00532,DB00817,1
DB00589,DB09555,1
DB00668,DB06414,1
DB00351,DB04842,0
DB00966,DB01409,0
DB06803,DB05239,0
DB00956,DB09048,1
DB00384,DB01357,0
DB04216,DB06730,0
DB01261,DB01393,1
DB08864,DB09244,0
DB09124,DB01002,0
DB00328,DB00622,1
DB00528,DB00675,1
DB09143,DB00323,0
DB09071,DB12147,1
DB08807,DB12141,0
DB00468,DB00549,1
DB06419,DB01175,0
DB00582,DB01238,1
DB04832,DB00445,0
DB00191,DB04889,1
DB01536,DB08865,1
DB00863,DB00250,0
DB00227,DB09291,1
DB07615,DB08896,1
DB06412,DB09280,0
DB00185,DB00582,1
DB01396,DB01194,0
DB00227,DB06726,1
DB00820,DB03515,0
DB00738,DB09073,0
DB00328,DB12245,1
DB00335,DB00897,0
DB04957,DB01132,0
DB00685,DB08875,0
DB00195,DB00817,1
DB01418,DB11978,0
DB01406,DB04839,1
DB00477,DB04920,1
DB01227,DB13158,0
DB00209,DB00445,0
DB08903,DB04911,0
DB00570,DB04840,1
DB00322,DB04884,0
DB01029,DB01098,1
DB00700,DB11951,1
DB00697,DB00814,0
DB00836,DB04896,1
DB00621,DB11751,0
DB01132,DB11712,0
DB00862,DB06594,1
DB00482,DB00983,1
DB06781,DB09290,0
DB04889,DB00759,0
DB00872,DB00951,1
DB00872,DB09227,1
DB00333,DB00379,1
DB09245,DB00959,0
DB01095,DB12319,1
DB08995,DB09195,0
DB00169,DB00185,1
DB00489,DB00598,1
DB01193,DB09555,1
DB01183,DB09274,0
DB00622,DB01609,1
DB08502,DB09213,1
DB00726,DB01242,1
DB01037,DB12941,0
DB01062,DB04356,0
DB01601,DB06203,1
DB00617,DB04557,1
DB00590,DB01388,1
DB05109,DB08816,1
DB01094,DB00932,0
DB00255,DB01261,1
DB00382,DB04557,0
DB00531,DB01274,1
DB00499,DB00705,1
DB00872,DB01211,1
DB00501,DB11979,1
DB00224,DB02187,1
DB13179,DB06268,0
DB00834,DB01026,1
DB00358,DB04856,0
DB01026,DB12612,1
DB01685,DB09198,1
DB09213,DB00896,0
DB00932,DB01171,1
DB00717,DB11730,1
DB00619,DB00820,1
DB00843,DB04911,1
DB00836,DB01320,1
DB00475,DB08816,0
DB01087,DB09236,1
DB00412,DB13874,1
DB01369,DB01388,0
DB01183,DB12301,0
DB09095,DB01028,0
DB00323,DB01214,0
DB09166,DB00796,0
DB04889,DB04070,0
DB06741,DB00468,0
DB01104,DB06774,0
DB00762,DB04840,0
DB01274,DB12693,1
DB01095,DB05039,0
DB00564,DB09238,1
DB04652,DB00469,0
DB01036,DB09238,1
DB00444,DB09124,0
DB04839,DB12235,1
DB01069,DB11995,1
DB00896,DB12278,0
DB00220,DB01764,0
DB04557,DB03701,0
DB01103,DB06738,0
DB00532,DB00568,1
DB04839,DB04946,1
DB00779,DB01667,1
DB00361,DB04889,1
DB00180,DB00346,0
DB00730,DB00924,1
DB00678,DB00409,0
DB11672,DB02709,0
DB01234,DB08827,1
DB09013,DB11978,0
DB01114,DB08901,1
DB01357,DB02187,0
DB06777,DB00412,0
DB09327,DB00627,0
DB09124,DB11614,0
DB01210,DB00532,0
DB09274,DB09213,0
DB04835,DB05039,0
DB04840,DB04884,1
DB08820,DB01137,0
DB06817,DB12674,0
DB00568,DB09198,1
DB01195,DB02703,1
DB08901,DB00384,0
DB09239,DB01076,0
DB04652,DB00783,0
DB01254,DB09273,1
DB00495,DB06594,1
DB00982,DB01263,1
DB00367,DB01126,1
DB00401,DB00976,1
DB00250,DB04898,1
DB01873,DB01406,0
DB00862,DB01176,1
DB00708,DB01129,0
DB00655,DB01012,0
DB09102,DB01096,0
DB00574,DB01297,1
DB00338,DB11915,0
DB00337,DB00240,0
DB12020,DB00810,0
DB00425,DB00839,1
DB00818,DB09013,0
DB01048,DB00194,0
DB00555,DB01007,0
DB00471,DB00668,1
DB04845,DB00209,0
DB06401,DB01079,0
DB04825,DB09073,0
DB01117,DB00253,0
DB01403,DB01234,0
DB00945,DB00951,1
DB00378,DB08865,1
DB00877,DB01095,1
DB00751,DB01177,1
DB00448,DB08880,1
DB00591,DB00969,0
DB01087,DB01393,1
DB00717,DB11672,1
DB00433,DB00501,1
DB00705,DB06636,1
DB00194,DB04846,0
DB00334,DB04871,1
DB00545,DB00956,0
DB00214,DB12612,1
DB00744,DB00752,1
DB04908,DB04856,0
DB00361,DB11581,1
DB00621,DB09099,0
DB05814,DB00307,0
DB00762,DB03496,0
DB00704,DB00486,0
DB01227,DB01048,0
DB01198,DB01611,1
DB01131,DB01242,1
DB01624,DB00982,0
DB00836,DB01406,1
DB00575,DB08864,1
DB01355,DB00240,0
DB08933,DB00214,0
DB00617,DB01096,0
DB00213,DB03575,0
DB00582,DB05039,1
DB00554,DB00932,0
DB09237,DB11921,0
DB01177,DB00629,0
DB09239,DB09225,0
DB00361,DB00783,0
DB00810,DB01590,0
DB01068,DB00187,0
DB01132,DB11682,1
DB13003,DB00228,0
DB00752,DB06725,1
DB00988,DB00849,0
DB08807,DB09065,1
DB00204,DB01395,1
DB00234,DB00289,1
DB00712,DB00783,1
DB08895,DB09241,1
DB00264,DB01086,1
DB00248,DB00872,1
DB09099,DB09299,1
DB00802,DB01076,1
DB01274,DB11586,1
DB00672,DB12020,0
DB01194,DB06700,0
DB11828,DB06738,0
DB00437,DB00757,0
DB00717,DB00820,1
DB01183,DB00721,0
DB06201,DB06401,0
DB00317,DB01238,1
DB01628,DB08922,1
DB00374,DB08995,1
DB01048,DB12887,0
DB00539,DB11672,1
DB09173,DB09183,1
DB04794,DB04946,1
DB06401,DB12218,0
DB00381,DB00412,1
DB09195,DB00346,0
DB09237,DB00266,0
DB06144,DB11586,1
DB00395,DB12887,0
DB00598,DB00845,0
DB00333,DB09204,1
DB00704,DB13919,0
DB01007,DB00288,0
DB00580,DB00409,0
DB11951,DB01044,0
DB00379,DB05990,1
DB00532,DB06203,1
DB01130,DB01645,0
DB04794,DB00233,0
DB00863,DB01192,1
DB01395,DB06603,1
DB00554,DB08864,1
DB01236,DB01094,0
DB03496,DB00737,0
DB00744,DB09227,1
DB12548,DB01007,0
DB09296,DB11943,1
DB00843,DB12147,1
DB01211,DB11817,1
DB09185,DB12371,1
DB00224,DB09225,1
DB01395,DB06287,1
DB00346,DB00531,0
DB01195,DB06678,1
DB01268,DB00315,0
DB08860,DB00924,0
DB01039,DB04977,1
DB00180,DB11652,1
DB00678,DB00843,1
DB00433,DB00477,1
DB01232,DB09124,1
DB01338,DB00384,0
DB12612,DB00628,0
DB00629,DB06803,1
DB00907,DB09327,0
DB01601,DB09229,1
DB08502,DB01012,0
DB00188,DB01065,1
DB00528,DB00951,1
DB09204,DB03515,0
DB06207,DB00805,0
DB01175,DB11682,0
DB00744,DB03756,1
DB01177,DB01191,1
DB00568,DB02703,1
DB01211,DB08910,1
DB00554,DB08881,1
DB00394,DB01392,0
DB00993,DB11751,0
DB01177,DB00365,0
DB01595,DB12457,0
DB08903,DB01595,0
DB04908,DB00104,0
DB06203,DB00471,0
DB00501,DB01095,1
DB04841,DB08995,1
DB01087,DB08875,1
DB01062,DB09274,0
DB00495,DB00836,1
DB00443,DB12184,0
DB01076,DB12887,0
DB00751,DB00412,0
DB00465,DB01355,1
DB00518,DB00588,1
DB01176,DB08899,1
DB06144,DB12597,0
DB01050,DB09183,1
DB00896,DB06268,0
DB00279,DB00827,0
DB00678,DB11586,1
DB02789,DB04977,0
DB00599,DB01076,1
DB00199,DB01171,0
DB08798,DB00668,0
DB00277,DB09238,1
DB01045,DB00623,0
DB01238,DB08816,1
DB01167,DB01223,1
DB06267,DB09101,1
DB00946,DB00951,1
DB00367,DB08918,0
DB02789,DB13179,1
DB00195,DB01393,0
DB00224,DB01222,1
DB04855,DB06595,1
DB01236,DB05154,0
DB01002,DB09185,1
DB00531,DB06725,1
DB00953,DB00379,0
DB00248,DB09099,1
DB01167,DB06626,1
DB09173,DB09195,1
DB00696,DB06287,1
DB00187,DB03701,0
DB00202,DB00477,1
DB00545,DB00546,0
DB01097,DB09039,0
DB06414,DB01601,0
DB00532,DB00851,1
DB00865,DB00674,0
DB00434,DB00173,0
DB00216,DB00744,1
DB01130,DB00621,0
DB01338,DB12319,0
DB00347,DB01645,1
DB00888,DB11951,0
DB08877,DB00475,0
DB00726,DB01072,1
DB00343,DB01319,1
DB00177,DB00454,0
DB00788,DB12597,1
DB08912,DB00173,0
DB01136,DB01166,1
DB09227,DB00998,0
DB06228,DB08882,1
DB00627,DB00843,1
DB01190,DB06335,1
DB00346,DB01369,1
DB00394,DB01032,0
DB00401,DB00675,1
DB01167,DB08922,1
DB05154,DB01236,0
DB00255,DB01873,0
DB00896,DB08901,0
DB00711,DB00353,0
DB01076,DB01472,0
DB00553,DB00619,1
DB00195,DB01264,1
DB01228,DB01392,1
DB00946,DB00896,0
DB01167,DB04825,1
DB00810,DB01359,1
DB11995,DB00445,0
DB00757,DB06268,0
DB00792,DB01536,0
DB01222,DB00494,0
DB05990,DB00392,0
DB08798,DB12245,1
DB00655,DB00904,0
DB12161,DB11886,0
DB00802,DB01263,1
DB04911,DB09061,1
DB04975,DB01359,0
DB00656,DB13174,1
DB04794,DB12319,0
DB00998,DB09030,0
DB01396,DB09185,1
DB00346,DB01263,1
DB00997,DB01098,1
DB00819,DB02187,0
DB00933,DB01062,1
DB00252,DB01406,1
DB00805,DB09053,1
DB01232,DB11712,1
DB12713,DB12020,0
DB04839,DB09054,1
DB01303,DB01590,1
DB03575,DB00445,0
DB00215,DB11672,1
DB01708,DB01132,0
DB03701,DB00675,0
DB01100,DB01297,1
DB01087,DB05271,1
DB00255,DB08880,1
DB00752,DB00711,0
DB00949,DB09101,1
DB09236,DB00783,0
DB00627,DB06678,1
DB00238,DB04861,1
DB09555,DB05990,0
DB00787,DB01059,1
DB09229,DB01007,0
DB09173,DB00998,0
DB01191,DB04841,1
DB05541,DB09238,1
DB00704,DB00330,0
DB01242,DB04871,1
DB00740,DB11837,1
DB00391,DB00712,0
DB00173,DB01472,0
DB00482,DB08933,0
DB11979,DB01007,0
DB01171,DB09173,1
DB00176,DB00320,1
DB00621,DB01320,1
DB00706,DB08864,1
DB00675,DB05812,1
DB01072,DB04946,1
DB09017,DB01609,0
DB01211,DB00338,0
DB11837,DB00792,0
DB00433,DB00675,1
DB12674,DB00704,0
DB00696,DB01248,1
DB00445,DB00448,0
DB00202,DB01166,0
DB01576,DB11855,1
DB00484,DB00553,0
DB00773,DB01103,1
DB00173,DB00704,1
DB00288,DB09236,0
DB00328,DB11753,1
DB00699,DB06203,1
DB01392,DB06729,1
DB01232,DB08907,1
DB00805,DB04908,1
DB00191,DB00872,1
DB00904,DB01117,1
DB04884,DB00378,0
DB00455,DB01037,1
DB01223,DB05154,1
DB01275,DB12693,0
DB08912,DB00382,0
DB00731,DB00740,0
DB00396,DB00444,1
DB00169,DB00814,0
DB00518,DB00827,1
DB00530,DB09183,1
DB00736,DB04908,0
DB00465,DB08882,0
DB11978,DB01177,0
DB09123,DB00679,0
DB09065,DB09128,1
DB00843,DB01577,1
DB08903,DB00238,0
DB08502,DB00778,0
DB00518,DB08864,1
DB00169,DB00972,1
DB06287,DB06401,0
DB00914,DB12005,1
DB00554,DB00969,1
DB06654,DB04572,0
DB06803,DB00264,0
DB05271,DB09039,1
DB00764,DB09061,0
DB00696,DB02789,1
DB00374,DB01069,1
DB00738,DB00758,1
DB00642,DB01100,1
DB01369,DB00674,0
DB01050,DB11689,1
DB01418,DB00555,0
DB00813,DB09101,1
DB04871,DB04911,1
DB00347,DB01132,1
DB00227,DB01074,1
DB00553,DB00571,1
DB00185,DB00343,1
DB00619,DB06729,1
DB01012,DB01190,0
DB00972,DB01074,1
DB01392,DB08864,1
DB00163,DB06777,0
DB12319,DB01233,0
DB00216,DB01395,0
DB01228,DB02187,0
DB00288,DB00187,0
DB00717,DB11855,0
DB00496,DB00734,1
DB09173,DB00392,0
DB00888,DB05271,0
DB01058,DB01558,1
DB01623,DB00706,0
DB06412,DB04896,0
DB06594,DB06287,0
DB00379,DB00705,1
DB00484,DB00255,0
DB00759,DB04977,0
DB00317,DB12319,0
DB05990,DB01137,0
DB08439,DB13874,1
DB00499,DB09288,1
DB08903,DB00865,0
DB00482,DB09291,1
DB01114,DB00378,0
DB00173,DB04854,1
DB00717,DB04884,1
DB06237,DB06693,0
DB00947,DB01221,0
DB00706,DB12130,0
DB00476,DB01873,0
DB00238,DB00468,1
DB00598,DB02703,1
DB04835,DB00946,0
DB01155,DB00234,0
DB00322,DB01037,1
DB00553,DB01201,0
DB00374,DB04856,1
DB00248,DB06401,0
DB00499,DB00784,1
DB13174,DB00367,0
DB01067,DB06210,1
DB00412,DB01037,1
DB00779,DB00440,0
DB00586,DB04938,1
DB00598,DB01087,1
DB00570,DB05271,1
DB05219,DB00349,0
DB09101,DB09555,1
DB01590,DB00714,0
DB00337,DB00969,0
DB00932,DB00977,1
DB00753,DB04572,1
DB01129,DB09166,1
DB00758,DB00818,1
DB06729,DB05294,0
DB01100,DB11952,1
DB00738,DB09238,1
DB01410,DB08873,1
DB04845,DB11952,1
DB00193,DB00264,1
DB01263,DB04835,1
DB00294,DB00888,0
DB00757,DB12471,0
DB01410,DB00528,0
DB04557,DB00477,0
DB08896,DB11679,1
DB12543,DB03496,0
DB00496,DB00738,1
DB12010,DB00494,0
DB06203,DB00740,0
DB00924,DB01601,1
DB00570,DB00582,1
DB00575,DB01259,1
DB00977,DB04957,1
DB00353,DB09099,0
DB05294,DB00708,0
DB00672,DB12674,0
DB00250,DB12612,1
DB04070,DB11886,1
DB01228,DB08827,0
DB01191,DB01254,1
DB11753,DB00677,0
DB00343,DB09049,1
DB08868,DB00872,0
DB00320,DB00454,1
DB01072,DB01338,0
DB00622,DB00914,1
DB08798,DB00927,0
DB00839,DB00778,0
DB00998,DB00439,0
DB00396,DB12693,1
DB00185,DB08881,1
DB00590,DB09330,1
DB00945,DB09173,0
DB06712,DB09128,1
DB00860,DB09102,0
DB04911,DB11679,1
DB04572,DB08798,0
DB01100,DB08846,0
DB00846,DB06817,0
DB00764,DB06210,1
DB04841,DB08875,1
DB00324,DB12483,0
DB01103,DB06626,1
DB00409,DB01138,0
DB00714,DB01320,1
DB09173,DB01064,0
DB08933,DB11575,0
DB11575,DB00392,0
DB11828,DB00599,0
DB00687,DB00759,0
DB06419,DB00437,0
DB00518,DB12010,1
DB12457,DB01275,0
DB00307,DB12874,0
DB01198,DB00736,0
DB12184,DB00533,0
DB01611,DB12457,0
DB00233,DB01129,0
DB00863,DB02134,1
DB00224,DB00377,1
DB00712,DB00862,1
DB06512,DB11718,1
DB00532,DB04861,1
DB01079,DB01611,1
DB02489,DB00255,0
DB04861,DB08873,1
DB05541,DB08868,0
DB02703,DB11942,1
DB00476,DB01117,1
DB09297,DB00553,0
DB03756,DB00382,0
DB00762,DB05239,1
DB00208,DB04574,1
DB00674,DB01129,0
DB00796,DB06268,1
DB00745,DB04665,1
DB00471,DB00966,0
DB00201,DB00627,0
DB00363,DB03515,1
DB00655,DB00831,0
DB00208,DB12026,1
DB00582,DB06237,1
DB01628,DB08864,1
DB01194,DB08931,0
DB00932,DB04896,1
DB00433,DB04911,1
DB00969,DB09124,0
DB11581,DB11886,1
DB00255,DB09071,1
DB01223,DB06700,1
DB00575,DB02703,1
DB00482,DB02134,0
DB00726,DB01193,1
DB08873,DB00891,0
DB00619,DB01367,1
DB00343,DB04845,1
DB00378,DB01138,0
DB00918,DB00620,0
DB01054,DB00636,0
DB09048,DB09185,1
DB04835,DB07615,0
DB00724,DB00346,0
DB00557,DB00598,1
DB04838,DB00694,0
DB01065,DB11901,0
DB00395,DB08808,0
DB00778,DB06201,0
DB11942,DB08907,0
DB00705,DB12543,1
DB00188,DB01191,1
DB00779,DB00612,0
DB00238,DB00323,0
DB00184,DB00956,1
DB00846,DB11979,0
DB00972,DB06729,1
DB08875,DB01621,0
DB00169,DB01114,1
DB00338,DB01174,1
DB00695,DB00694,0
DB01012,DB00250,0
DB01166,DB00414,0
DB01369,DB01245,0
DB00472,DB01032,1
DB12582,DB00983,0
DB09063,DB09173,0
DB00700,DB00843,0
DB00495,DB01132,1
DB00968,DB00220,0
DB04835,DB01621,0
DB00799,DB01132,1
DB01114,DB06335,1
DB00503,DB05109,1
DB06817,DB08912,1
DB01183,DB13874,1
DB00623,DB00294,0
DB00381,DB00608,0
DB09290,DB12010,0
DB00741,DB00395,0
DB01242,DB09073,1
DB00289,DB11951,0
DB00208,DB01035,1
DB01198,DB11613,1
DB12329,DB00699,0
DB09099,DB00663,0
DB01595,DB06595,1
DB09049,DB06730,0
DB00382,DB11730,0
DB00845,DB01136,0
DB00663,DB00475,0
DB06741,DB01100,0
DB00343,DB06412,0
DB00352,DB01595,0
DB11672,DB01014,0
DB00661,DB00687,1
DB00796,DB04557,1
DB00365,DB00622,1
DB00468,DB11679,1
DB11757,DB00213,0
DB08807,DB09185,1
DB00467,DB04574,1
DB00188,DB01764,1
DB01208,DB01126,0
DB04842,DB02489,0
DB00863,DB00557,0
DB01656,DB11967,1
DB00757,DB01014,0
DB00738,DB12020,1
DB09095,DB12471,0
DB13878,DB00764,0
DB12582,DB00240,0
DB06756,DB09195,0
DB00700,DB01058,1
DB08811,DB04356,0
DB05039,DB01181,0
DB01580,DB09173,1
DB00891,DB00487,0
DB00224,DB00248,1
DB04855,DB09241,1
DB09236,DB08816,0
DB01223,DB01232,1
DB00762,DB01192,0
DB04841,DB12245,1
DB01238,DB06268,1
DB12693,DB09123,0
DB06207,DB00104,0
DB05109,DB06691,1
DB00696,DB08864,1
DB00448,DB05885,0
DB01166,DB01587,1
DB11693,DB06268,0
DB01192,DB09291,1
DB00714,DB08865,1
DB00731,DB04855,1
DB11828,DB01136,0
DB00914,DB09291,1
DB00778,DB01238,1
DB00904,DB06267,1
DB00227,DB00443,1
DB01238,DB00304,0
DB00582,DB00872,1
DB00220,DB01409,1
DB09236,DB01222,0
DB01012,DB11652,1
DB00277,DB08868,1
DB00668,DB08922,0
DB00891,DB11613,0
DB11586,DB09236,0
DB06414,DB09166,1
DB04794,DB00312,0
DB00395,DB08901,0
DB00370,DB00439,1
DB04725,DB11679,1
DB01409,DB00663,0
DB06803,DB12184,0
DB05109,DB06595,1
DB00467,DB03010,0
DB00412,DB01236,1
DB12141,DB11691,0
DB01590,DB04356,1
DB00554,DB00714,1
DB01252,DB12674,0
DB00518,DB09235,1
DB11652,DB11682,1
DB00472,DB08877,1
DB00486,DB11757,1
DB09030,DB13158,0
DB00379,DB09128,1
DB06148,DB13174,1
DB04898,DB09330,0
DB00209,DB00250,0
DB01039,DB05814,1
DB06636,DB06730,1
DB01098,DB01338,0
DB01198,DB04938,1
DB12674,DB01059,0
DB12483,DB01168,0
DB12001,DB01412,0
DB01645,DB11679,1
DB06636,DB06741,0
DB00932,DB12457,1
DB00972,DB04975,0
DB00717,DB01275,1
DB00352,DB06203,0
DB00784,DB00973,1
DB00740,DB00694,0
DB00946,DB09299,1
DB00440,DB09213,1
DB04898,DB13174,1
DB01114,DB06403,1
DB01095,DB04871,1
DB00208,DB04855,1
DB00814,DB01544,1
DB06210,DB09280,1
DB00557,DB11952,0
DB00752,DB01359,1
DB06712,DB00273,0
DB06292,DB01233,0
DB00346,DB09054,1
DB00193,DB00598,1
DB00972,DB01263,1
DB01037,DB09288,1
DB01039,DB01072,1
DB01136,DB11672,1
DB01645,DB11995,1
DB00173,DB09198,0
DB00914,DB08867,0
DB00678,DB06218,1
DB00568,DB09053,1
DB00796,DB00204,0
DB00501,DB00813,1
DB01126,DB01369,0
DB00623,DB06817,0
DB01132,DB08864,1
DB08868,DB06595,0
DB03575,DB12941,0
DB00243,DB08873,1
DB01283,DB09048,1
DB04898,DB02789,0
DB09090,DB11712,0
DB04552,DB06414,0
DB00553,DB01012,1
DB00347,DB12612,1
DB08867,DB09071,0
DB06700,DB11619,1
DB00784,DB08896,1
DB04825,DB00194,0
DB11575,DB00347,0
DB00273,DB00705,0
DB11942,DB00841,0
DB01142,DB04845,0
DB00705,DB00956,1
DB06512,DB00591,0
DB01097,DB05990,1
DB04652,DB00788,0
DB00425,DB00945,1
DB01192,DB11963,1
DB00422,DB11718,0
DB01210,DB12941,0
DB00685,DB08875,0
DB00589,DB11614,1
DB00252,DB01029,1
DB01136,DB04871,1
DB00802,DB00205,0
DB11613,DB01096,0
DB00216,DB00227,1
DB06712,DB08439,1
DB01155,DB09225,1
DB00324,DB09232,0
DB00365,DB11757,1
DB09213,DB11796,0
DB00629,DB09297,0
DB01029,DB06210,1
DB00736,DB09225,0
DB06695,DB12978,0
DB00977,DB01190,1
DB01405,DB09061,1
DB04855,DB13179,1
DB00678,DB09101,1
DB00337,DB00730,0
DB01118,DB04835,1
DB00997,DB08865,1
DB00382,DB00817,1
DB00208,DB01129,1
DB00338,DB12184,0
DB11921,DB06077,0
DB01036,DB01087,1
DB01117,DB00367,0
DB12301,DB12978,0
DB02703,DB09224,1
DB01076,DB12466,1
DB00409,DB01193,1
DB00233,DB01577,0
DB11995,DB01018,0
DB01072,DB01263,1
DB04841,DB00860,0
DB00501,DB12874,1
DB00317,DB00717,1
DB00335,DB00496,1
DB05294,DB09071,1
DB01050,DB06777,1
DB00330,DB05246,1
DB01559,DB00352,0
DB06595,DB11901,1
DB00307,DB00799,1
DB00202,DB00888,1
DB01217,DB11689,1
DB04835,DB08873,1
DB00304,DB00472,1
DB00475,DB09083,0
DB01058,DB09101,1
DB00918,DB01177,1
DB00749,DB06739,1
DB01611,DB00323,0
DB01095,DB09198,1
DB01248,DB09013,0
DB00705,DB00730,0
DB00983,DB07615,1
DB00518,DB00570,1
DB00620,DB01232,1
DB00557,DB01094,0
DB00872,DB09095,1
DB11693,DB08502,0
DB00486,DB00554,1
DB00759,DB00195,0
DB04665,DB08881,1
DB01166,DB01303,1
DB09065,DB11574,1
DB00367,DB00530,1
DB00946,DB01131,1
DB00949,DB01252,0
DB00455,DB08918,0
DB00334,DB00582,1
DB00951,DB12332,1
DB00220,DB04884,1
DB00669,DB01171,1
DB00169,DB06144,1
DB00188,DB00532,1
DB05109,DB05219,0
DB00608,DB01588,0
DB04975,DB06712,1
DB00814,DB09327,0
DB00422,DB00687,0
DB00744,DB01410,0
DB12543,DB12301,0
DB09198,DB06419,0
DB00872,DB05039,1
DB00590,DB01259,1
DB00367,DB01295,0
DB00495,DB09296,1
DB04832,DB11828,1
DB00936,DB00118,0
DB04794,DB00365,0
DB00590,DB00850,1
DB00467,DB00402,0
DB00717,DB11837,1
DB00277,DB00734,1
DB01337,DB00469,0
DB00320,DB00661,1
DB00264,DB12457,0
DB08811,DB00401,0
DB01173,DB04889,1
DB00370,DB11652,1
DB00317,DB11581,1
DB00603,DB00818,1
DB00468,DB13919,1
DB00744,DB11652,1
DB01369,DB00969,0
DB01611,DB06729,1
DB00277,DB00347,1
DB01667,DB04842,0
DB01047,DB00422,0
DB00384,DB00891,0
DB09195,DB08896,0
DB00695,DB00518,0
DB01062,DB01274,1
DB09330,DB04856,0
DB06512,DB12161,1
DB00487,DB01037,1
DB00185,DB01624,1
DB00724,DB00163,0
DB00501,DB09061,1
DB08918,DB11652,1
DB00752,DB04572,0
DB12010,DB00751,0
DB00176,DB00220,1
DB01400,DB01058,0
DB01536,DB00796,0
DB01283,DB09183,0
DB01248,DB12301,1
DB01167,DB06654,1
DB00972,DB00993,1
DB06739,DB09128,0
DB01026,DB12693,0
DB00448,DB00496,1
DB11652,DB11942,1
DB01117,DB08882,1
DB00248,DB00818,1
DB00636,DB12245,0
DB01764,DB08895,1
DB00758,DB09071,1
DB00494,DB13158,0
DB00993,DB12543,0
DB08933,DB00384,0
DB06287,DB06678,1
DB00412,DB01623,0
DB01008,DB01087,1
DB00672,DB12141,0
DB00187,DB12582,0
DB01044,DB00349,0
DB00549,DB00617,1
DB00678,DB06210,1
DB00320,DB01118,1
DB06077,DB00104,0
DB00208,DB06789,0
DB00184,DB06237,0
DB04572,DB11952,1
DB01211,DB11652,1
DB09239,DB00186,0
DB09073,DB09238,1
DB00297,DB08864,1
DB00679,DB01297,1
DB00866,DB12513,0
DB00846,DB00250,0
DB00546,DB09124,0
DB00448,DB09273,0
DB00356,DB02703,1
DB00316,DB04861,1
DB00622,DB01047,1
DB12267,DB04908,0
DB00764,DB06781,0
DB01035,DB00776,0
DB00533,DB00757,0
DB06729,DB00361,0
DB08896,DB00952,0
DB00185,DB00983,1
DB12218,DB01242,0
DB00377,DB01295,1
DB00283,DB01134,0
DB00911,DB09061,0
DB00468,DB11613,1
DB09017,DB11697,0
DB00661,DB13874,1
DB00851,DB06210,1
DB06144,DB09555,1
DB00216,DB00530,1
DB01221,DB04216,1
DB01155,DB11967,1
DB00365,DB06636,1
DB01059,DB00564,0
DB09048,DB09061,1
DB01044,DB13878,0
DB09555,DB12674,0
DB00619,DB11560,1
DB01236,DB01177,0
DB01087,DB05885,1
DB00959,DB00608,0
DB00705,DB02789,1
DB06419,DB11672,1
DB06695,DB00557,0
DB00243,DB01173,1
DB00864,DB12978,1
DB04975,DB00731,0
DB08896,DB00751,0
DB00496,DB01014,0
DB06210,DB11978,1
DB12301,DB12026,0
DB00865,DB08873,1
DB00338,DB01233,0
DB00744,DB00787,1
DB00266,DB13174,1
DB00896,DB00396,0
DB00866,DB04938,1
DB05541,DB11586,1
DB04856,DB11574,1
DB01026,DB08895,1
DB04574,DB12245,1
DB00465,DB01217,1
DB00896,DB05246,0
DB01191,DB12332,1
DB04356,DB04574,1
DB02703,DB12026,1
DB00568,DB06729,1
DB00240,DB01165,0
DB00530,DB00661,1
DB01039,DB09034,1
DB00972,DB01094,1
DB00489,DB00736,0
DB00978,DB11753,1
DB01208,DB00448,0
DB12161,DB12693,1
DB01142,DB11712,0
DB00574,DB02703,1
DB00518,DB09124,0
DB00173,DB00328,1
DB00717,DB00751,0
DB00904,DB08860,1
DB01062,DB01295,1
